Species Name,Type,Source,Range ,COSEWICID
Accipiter gentilis laingi,SAR,ECCC,Yes,56
Heterodermia sitchensis,SAR,ECCC,Yes,124
Pseudocyphellaria rainierensis,SAR,ECCC,Yes,126
Hypogymnia heterophylla,SAR,ECCC,Yes,127
Marmota vancouverensis,SAR,ECCC,Yes,136
Mustela nigripes,SAR,ECCC,Yes,138
Vulpes velox,SAR,ECCC,Yes,140
Sorex bendirii,SAR,ECCC,Yes,141
Scapanus townsendii,SAR,ECCC,Yes,142
Cynomys ludovicianus,SAR,ECCC,Yes,151
Mustela erminea haidarum,SAR,ECCC,Yes,154
Sylvilagus nuttallii nuttallii,SAR,ECCC,Yes,163
Dipodomys ordii,SAR,ECCC,Yes,164
Antrozous pallidus,SAR,ECCC,Yes,165
Euderma maculatum,SAR,ECCC,Yes,170
Reithrodontomys megalotis megalotis,SAR,ECCC,Yes,171
Balsamorhiza deltoidea,SAR,ECCC,Yes,177
Lupinus lepidus,SAR,ECCC,Yes,187
Halimolobos virgata,SAR,ECCC,Yes,192
Adiantum capillus-veneris,SAR,ECCC,Yes,195
Ranunculus alismifolius,SAR,ECCC,Yes,199
Platanthera praeclara,SAR,ECCC,Yes,200
Armeria maritima ssp. interior,SAR,ECCC,Yes,208
Castilleja levisecta,SAR,ECCC,Yes,220
Azolla mexicana,SAR,ECCC,Yes,223
Tripterocalyx micranthus,SAR,ECCC,Yes,230
Lipocarpha micrantha,SAR,ECCC,Yes,231
Iris missouriensis,SAR,ECCC,Yes,235
Tradescantia occidentalis,SAR,ECCC,Yes,236
Sericocarpus rigidus,SAR,ECCC,Yes,237
Viola praemorsa ssp. praemorsa,SAR,ECCC,Yes,239
Limnanthes macounii,SAR,ECCC,Yes,259
Cephalanthera austiniae,SAR,ECCC,Yes,261
Chenopodium subglabrum,SAR,ECCC,Yes,264
Yucca glauca,SAR,ECCC,Yes,265
Symphyotrichum sericeum,SAR,ECCC,Yes,269
Phrynosoma douglasii,SAR,ECCC,Yes,275
Phrynosoma hernandesi,SAR,ECCC,Yes,279
Coluber constrictor flaviventris,SAR,ECCC,Yes,280
Plestiodon septentrionalis,SAR,ECCC,Yes,282
Dicamptodon tenebrosus,SAR,ECCC,Yes,283
Bartramia stricta,SAR,ECCC,Yes,290
Centrocercus urophasianus phaios,SAR,ECCC,Yes,291
Ardea herodias fannini,SAR,ECCC,Yes,292
Centrocercus urophasianus urophasianus,SAR,ECCC,Yes,305
Aplodontia rufa,SAR,ECCC,Yes,333
Coluber constrictor mormon,SAR,ECCC,Yes,383
Reithrodontomys megalotis dychei,SAR,ECCC,Yes,492
Dryopteris arguta,SAR,ECCC,Yes,527
Triphysaria versicolor,SAR,ECCC,Yes,528
Dalea villosa,SAR,ECCC,Yes,533
Bouteloua dactyloides,SAR,ECCC,Yes,534
Spea intermontana,SAR,ECCC,Yes,539
Plethodon idahoensis,SAR,ECCC,Yes,541
Lithobates pipiens,SAR,ECCC,Yes,551
Cryptantha minima,SAR,ECCC,Yes,553
Anaxyrus cognatus,SAR,ECCC,Yes,559
Rana aurora,SAR,ECCC,Yes,566
Anthus spragueii,SAR,ECCC,Yes,573
Deschampsia mackenzieana,SAR,ECCC,Yes,580
Contia tenuis,SAR,ECCC,Yes,586
Melanerpes lewis,SAR,ECCC,Yes,589
Euchloe ausonides insulanus,SAR,ECCC,Yes,602
Rana pretiosa,SAR,ECCC,Yes,614
Tanacetum huronense var. floccosum,SAR,ECCC,Yes,627
Achillea millefolium var. megacephalum,SAR,ECCC,Yes,628
Salix brachycarpa var. psammophila,SAR,ECCC,Yes,630
Ascaphus truei,SAR,ECCC,Yes,631
Ascaphus montanus,SAR,ECCC,Yes,632
Salix turnorii,SAR,ECCC,Yes,634
Limenitis weidemeyerii,SAR,ECCC,Yes,635
Euphyes vestris vestris,SAR,ECCC,Yes,648
Euphydryas editha taylori,SAR,ECCC,Yes,649
Satyrium behrii,SAR,ECCC,Yes,650
Plebejus saepiolus insulanus,SAR,ECCC,Yes,651
Actaea elata,SAR,ECCC,Yes,673
Sanicula arctopoides,SAR,ECCC,Yes,674
Calochortus lyallii,SAR,ECCC,Yes,675
Sanicula bipinnatifida,SAR,ECCC,Yes,677
Hypsiglena chlorophaea,SAR,ECCC,Yes,681
Psilocarphus elatior,SAR,ECCC,Yes,685
Bidens amplissima,SAR,ECCC,Yes,688
Bartramia halleriana,SAR,ECCC,Yes,689
Fissidens pauperculus,SAR,ECCC,Yes,690
Ambystoma tigrinum,SAR,ECCC,Yes,697
Actinemys marmorata,SAR,ECCC,Yes,710
Plestiodon skiltonianus,SAR,ECCC,Yes,713
Tegeticula yuccasella,SAR,ECCC,Yes,715
Megascops kennicottii kennicottii,SAR,ECCC,Yes,719
Megascops kennicottii macfarlanei,SAR,ECCC,Yes,720
Pituophis catenifer catenifer,SAR,ECCC,Yes,721
Pituophis catenifer deserticola,SAR,ECCC,Yes,722
Cryptomastix devia,SAR,ECCC,Yes,732
Scouleria marginata,SAR,ECCC,Yes,735
Fabronia pusilla,SAR,ECCC,Yes,741
Allogona townsendiana,SAR,ECCC,Yes,745
Lupinus rivularis,SAR,ECCC,Yes,746
Antennaria flagellaris,SAR,ECCC,Yes,751
Apodemia mormo,SAR,ECCC,Yes,752
Apodemia mormo,SAR,ECCC,Yes,753
Charina bottae,SAR,ECCC,Yes,759
Collomia tenella,SAR,ECCC,Yes,760
Hemphillia dromedarius,SAR,ECCC,Yes,765
Hemphillia glandulosa,SAR,ECCC,Yes,766
Juncus kelloggii,SAR,ECCC,Yes,767
Polystichum lemmonii,SAR,ECCC,Yes,772
Psilocarphus brevissimus,SAR,ECCC,Yes,773
Silene scouleri ssp. grandis,SAR,ECCC,Yes,775
Triteleia howellii,SAR,ECCC,Yes,778
Tonella tenella,SAR,ECCC,Yes,779
Copablepharon fuscum,SAR,ECCC,Yes,789
Eremophila alpestris strigata,SAR,ECCC,Yes,790
Hesperia dacotae,SAR,ECCC,Yes,792
Oarisma poweshiek,SAR,ECCC,Yes,796
Phoebastria albatrus,SAR,ECCC,Yes,797
Bryoerythrophyllum columbianum,SAR,ECCC,Yes,806
Crotalus oreganus,SAR,ECCC,Yes,808
Entosthodon rubiginosus,SAR,ECCC,Yes,809
Lotus pinnatus,SAR,ECCC,Yes,813
Minuartia pusilla,SAR,ECCC,Yes,815
Orthocarpus bracteosus,SAR,ECCC,Yes,816
Pterygoneurum kozlovii,SAR,ECCC,Yes,818
Puffinus creatopus,SAR,ECCC,Yes,819
Syntrichia laevipila,SAR,ECCC,Yes,820
Abronia umbellata,SAR,ECCC,Yes,821
Phlox speciosa ssp. occidentalis,SAR,ECCC,Yes,831
Castilleja rupicola,SAR,ECCC,Yes,844
Entosthodon fascicularis,SAR,ECCC,Yes,848
Epilobium densiflorum,SAR,ECCC,Yes,849
Schinia bimatris,SAR,ECCC,Yes,853
Lupinus densiflorus,SAR,ECCC,Yes,856
Meconella oregana,SAR,ECCC,Yes,857
Microbryum vlassovii,SAR,ECCC,Yes,859
Orthocarpus barbatus,SAR,ECCC,Yes,862
Phacelia ramosissima,SAR,ECCC,Yes,863
Schinia verna,SAR,ECCC,Yes,865
Hesperia ottoe,SAR,ECCC,Yes,866
Silene spaldingii,SAR,ECCC,Yes,867
Sphyrapicus thyroideus,SAR,ECCC,Yes,869
Aegolius acadicus brooksi,SAR,ECCC,Yes,883
Agalinis aspera,SAR,ECCC,Yes,884
Rhynchophanes mccownii,SAR,ECCC,Yes,897
Camissonia contorta,SAR,ECCC,Yes,898
Chrysemys picta bellii,SAR,ECCC,Yes,902
Microseris bigelovii,SAR,ECCC,Yes,910
Polites sonora,SAR,ECCC,Yes,923
Pooecetes gramineus affinis,SAR,ECCC,Yes,924
Prodoxus quinquepunctellus,SAR,ECCC,Yes,927
Prophysaon coeruleum,SAR,ECCC,Yes,929
Psilocarphus brevissimus,SAR,ECCC,Yes,932
Satyrium semiluna,SAR,ECCC,Yes,937
Schinia avemensis,SAR,ECCC,Yes,939
Symphyotrichum frondosum,SAR,ECCC,Yes,940
Tegeticula corruptrix,SAR,ECCC,Yes,941
Epilobium torreyi,SAR,ECCC,Yes,944
Phoebastria nigripes,SAR,ECCC,Yes,991
Copablepharon longipenne,SAR,ECCC,Yes,997
Copablepharon grandis,SAR,ECCC,Yes,998
Plagiobothrys figuratus,SAR,ECCC,Yes,1007
Uropappus lindleyi,SAR,ECCC,Yes,1010
Centaurium muehlenbergii,SAR,ECCC,Yes,1011
Patagioenas fasciata,SAR,ECCC,Yes,1013
Carex tumulicola,SAR,ECCC,Yes,1014
Lasthenia glaberrima,SAR,ECCC,Yes,1015
Ranunculus californicus,SAR,ECCC,Yes,1025
Lomatium grayi,SAR,ECCC,Yes,1027
Lupinus oreganus,SAR,ECCC,Yes,1029
Plagiobothrys tenellus,SAR,ECCC,Yes,1037
Eleocharis geniculata,SAR,ECCC,Yes,1041
Anarta edwardsii,SAR,ECCC,Yes,1043
Sanfilippodytes bertae,SAR,ECCC,Yes,1057
Calcarius ornatus,SAR,ECCC,Yes,1064
Cicindela parowana wallisi,SAR,ECCC,Yes,1066
Castilleja victoriae,SAR,ECCC,Yes,1084
Pinus albicaulis,SAR,ECCC,Yes,1086
Grus americana,SAR,ECCC,Yes,34
Carex lupuliformis,SAR,ECCC,Yes,2
Astragalus robbinsii var. fernaldii,SAR,ECCC,Yes,4
Braya fernaldii,SAR,ECCC,Yes,5
Braya longii,SAR,ECCC,Yes,6
Empidonax virescens,SAR,ECCC,Yes,19
Ammodramus henslowii,SAR,ECCC,Yes,23
Rallus elegans,SAR,ECCC,Yes,24
Setophaga kirtlandii,SAR,ECCC,Yes,25
Colinus virginianus,SAR,ECCC,Yes,28
Protonotaria citrea,SAR,ECCC,Yes,31
Setophaga citrina,SAR,ECCC,Yes,37
Sterna dougallii,SAR,ECCC,Yes,40
Setophaga cerulea,SAR,ECCC,Yes,46
Passerculus sandwichensis princeps,SAR,ECCC,Yes,49
Parkesia motacilla,SAR,ECCC,Yes,53
Icteria virens virens,SAR,ECCC,Yes,61
Martes americana atrata,SAR,ECCC,Yes,134
Rangifer tarandus,SAR,ECCC,Yes,144
Scalopus aquaticus,SAR,ECCC,Yes,153
Magnolia acuminata,SAR,ECCC,Yes,176
Isoetes engelmannii,SAR,ECCC,Yes,178
Pedicularis furbishiae,SAR,ECCC,Yes,179
Agalinis gattingeri,SAR,ECCC,Yes,180
Plantago cordata,SAR,ECCC,Yes,181
Pycnanthemum incanum,SAR,ECCC,Yes,182
Isotria verticillata,SAR,ECCC,Yes,183
Geum peckii,SAR,ECCC,Yes,184
Coreopsis rosea,SAR,ECCC,Yes,185
Polygala incarnata,SAR,ECCC,Yes,186
Opuntia humifusa,SAR,ECCC,Yes,188
Agalinis skinneriana,SAR,ECCC,Yes,190
Lespedeza virginica,SAR,ECCC,Yes,191
Isotria medeoloides,SAR,ECCC,Yes,194
Chimaphila maculata,SAR,ECCC,Yes,196
Drosera filiformis,SAR,ECCC,Yes,197
Hydrocotyle umbellata,SAR,ECCC,Yes,198
Gentiana alba,SAR,ECCC,Yes,201
Stylophorum diphyllum,SAR,ECCC,Yes,202
Collinsia verna,SAR,ECCC,Yes,203
Desmodium illinoense,SAR,ECCC,Yes,204
Castanea dentata,SAR,ECCC,Yes,205
Justicia americana,SAR,ECCC,Yes,206
Symphyotrichum anticostense,SAR,ECCC,Yes,207
Viola pedata,SAR,ECCC,Yes,209
Fraxinus quadrangulata,SAR,ECCC,Yes,210
Buchnera americana,SAR,ECCC,Yes,211
Woodsia obtusa,SAR,ECCC,Yes,212
Smilax rotundifolia,SAR,ECCC,Yes,213
Aletris farinosa,SAR,ECCC,Yes,214
Vaccinium stamineum,SAR,ECCC,Yes,215
Panax quinquefolius,SAR,ECCC,Yes,217
Tephrosia virginiana,SAR,ECCC,Yes,218
Lophiola aurea,SAR,ECCC,Yes,219
Hydrastis canadensis,SAR,ECCC,Yes,221
Gymnocladus dioicus,SAR,ECCC,Yes,222
Triphora trianthophoros,SAR,ECCC,Yes,224
Cirsium pitcheri,SAR,ECCC,Yes,225
Sabatia kennedyana,SAR,ECCC,Yes,226
Liparis liliifolia,SAR,ECCC,Yes,227
Morus rubra,SAR,ECCC,Yes,228
Lachnanthes caroliniana,SAR,ECCC,Yes,229
Clethra alnifolia,SAR,ECCC,Yes,232
Polemonium vanbruntiae,SAR,ECCC,Yes,234
Eurybia divaricata,SAR,ECCC,Yes,238
Frasera caroliniensis,SAR,ECCC,Yes,240
Bartonia paniculata ssp. paniculata,SAR,ECCC,Yes,241
Rosa setigera,SAR,ECCC,Yes,245
Liatris spicata,SAR,ECCC,Yes,246
Celtis tenuifolia,SAR,ECCC,Yes,247
Platanthera leucophaea,SAR,ECCC,Yes,248
Enemion biternatum,SAR,ECCC,Yes,249
Trichophorum planifolium,SAR,ECCC,Yes,250
Symphyotrichum laurentianum,SAR,ECCC,Yes,252
Potamogeton hillii,SAR,ECCC,Yes,254
Ptelea trifoliata,SAR,ECCC,Yes,255
Arnoglossum plantagineum,SAR,ECCC,Yes,256
Lilaeopsis chinensis,SAR,ECCC,Yes,258
Juncus caesariensis,SAR,ECCC,Yes,260
Hibiscus moscheutos,SAR,ECCC,Yes,266
Gentianopsis virgata ssp. victorinii,SAR,ECCC,Yes,267
Cicuta maculata var. victorinii,SAR,ECCC,Yes,268
Camassia scilloides,SAR,ECCC,Yes,270
Coluber constrictor foxii,SAR,ECCC,Yes,271
Acris blanchardi,SAR,ECCC,Yes,272
Nerodia sipedon insularum,SAR,ECCC,Yes,273
Emydoidea blandingii,SAR,ECCC,Yes,276
Sistrurus catenatus,SAR,ECCC,Yes,277
Apalone spinifera,SAR,ECCC,Yes,278
Anaxyrus fowleri,SAR,ECCC,Yes,281
Ambystoma texanum,SAR,ECCC,Yes,284
Clemmys guttata,SAR,ECCC,Yes,285
Glyptemys insculpta,SAR,ECCC,Yes,286
Trillium flexipes,SAR,ECCC,Yes,288
Lycaeides melissa samuelis,SAR,ECCC,Yes,293
Heterodon platirhinos,SAR,ECCC,Yes,301
Coenonympha nipisiquit,SAR,ECCC,Yes,304
Microtus pinetorum,SAR,ECCC,Yes,526
Gyrinophilus porphyriticus,SAR,ECCC,Yes,1160
Solidago speciosa,SAR,ECCC,Yes,568
Symphyotrichum praealtum,SAR,ECCC,Yes,570
Symphyotrichum prenanthoides,SAR,ECCC,Yes,571
Carex juniperorum,SAR,ECCC,Yes,575
Catharus bicknelli,SAR,ECCC,Yes,584
Regina septemvittata,SAR,ECCC,Yes,585
Thamnophis butleri,SAR,ECCC,Yes,588
Callophrys irus,SAR,ECCC,Yes,590
Tyto alba,SAR,ECCC,Yes,611
Eleocharis tuberculosa,SAR,ECCC,Yes,633
Ambystoma jeffersonianum,SAR,ECCC,Yes,642
Eleocharis equisetoides,SAR,ECCC,Yes,646
Asplenium scolopendrium,SAR,ECCC,Yes,647
Salix jejuna,SAR,ECCC,Yes,678
Crotalus horridus,SAR,ECCC,Yes,682
Charadrius melodus melodus,SAR,ECCC,Yes,687
Ambystoma tigrinum,SAR,ECCC,Yes,695
Erioderma pedicellatum,SAR,ECCC,Yes,702
Erioderma pedicellatum,SAR,ECCC,Yes,703
Tetraneuris herbacea,SAR,ECCC,Yes,705
Sternotherus odoratus,SAR,ECCC,Yes,706
Thamnophis sauritus,SAR,ECCC,Yes,709
Graptemys geographica,SAR,ECCC,Yes,712
Lampropeltis triangulum,SAR,ECCC,Yes,714
Thamnophis sauritus,SAR,ECCC,Yes,728
Ptychomitrium incurvum,SAR,ECCC,Yes,734
Aristida basiramea,SAR,ECCC,Yes,744
Bryoandersonia illecebra,SAR,ECCC,Yes,757
Juglans cinerea,SAR,ECCC,Yes,793
Cirsium hillii,SAR,ECCC,Yes,807
Loxia curvirostra percna,SAR,ECCC,Yes,814
Iris lacustris,SAR,ECCC,Yes,826
Emydoidea blandingii,SAR,ECCC,Yes,846
Fissidens exilis,SAR,ECCC,Yes,852
Solidago houghtonii,SAR,ECCC,Yes,868
Isoetes prototypus,SAR,ECCC,Yes,870
Betula lenta,SAR,ECCC,Yes,896
Erynnis persius persius,SAR,ECCC,Yes,906
Salix chlorolepis,SAR,ECCC,Yes,935
Potamogeton ogdenii,SAR,ECCC,Yes,967
Plestiodon fasciatus,SAR,ECCC,Yes,973
Plestiodon fasciatus,SAR,ECCC,Yes,974
Cornus florida,SAR,ECCC,Yes,987
Lechea maritima,SAR,ECCC,Yes,1005
Gomphus quadricolor,SAR,ECCC,Yes,1006
Pseudacris triseriata,SAR,ECCC,Yes,1019
Pantherophis gloydi,SAR,ECCC,Yes,1021
Cicindela marginipennis,SAR,ECCC,Yes,1031
Eleocharis geniculata,SAR,ECCC,Yes,1042
Physconia subpallida,SAR,ECCC,Yes,1061
Cicindela patruela,SAR,ECCC,Yes,1063
Erioderma mollissimum,SAR,ECCC,Yes,1067
Bombus affinis,SAR,ECCC,Yes,1081
Sida hermaphrodita,SAR,ECCC,Yes,1085
Rangifer tarandus groenlandicus,SAR,ECCC,Yes,822
Carex sabulosa,SAR,ECCC,Yes,843
Numenius borealis,SAR,ECCC,Yes,21
Lanius ludovicianus migrans,SAR,ECCC,Yes,26
Ixobrychus exilis,SAR,ECCC,Yes,51
Melanerpes erythrocephalus,SAR,ECCC,Yes,57
Asio flammeus,SAR,ECCC,Yes,60
Nephroma occultum,SAR,ECCC,Yes,125
Ursus Arctos (pairie population),SAR,ECCC,Yes,139
Bison bison athabascae,SAR,ECCC,Yes,143
Urocyon cinereoargenteus,SAR,ECCC,Yes,157
Ursus maritimus,SAR,ECCC,Yes,167
Cypripedium candidum,SAR,ECCC,Yes,193
Danaus plexippus,SAR,ECCC,Yes,294
Lithobates pipiens,SAR,ECCC,Yes,552
Rotala ramosior,SAR,ECCC,Yes,576
Ammannia robusta,SAR,ECCC,Yes,577
Canis sp. cf. lycaon,SAR,ECCC,Yes,608
Taxidea taxus jacksoni,SAR,ECCC,Yes,621
Salix silicicola,SAR,ECCC,Yes,626
Solidago riddellii,SAR,ECCC,Yes,640
Charadrius melodus circumcinctus,SAR,ECCC,Yes,686
Anaxyrus boreas,SAR,ECCC,Yes,748
Haplodontium macrocarpum,SAR,ECCC,Yes,795
Leptogium rivulare,SAR,ECCC,Yes,812
Polystichum scopulinum,SAR,ECCC,Yes,864
Chrysemys picta bellii,SAR,ECCC,Yes,903
Papaipema aweme,SAR,ECCC,Yes,919
Vermivora chrysoptera,SAR,ECCC,Yes,942
Chaetura pelagica,SAR,ECCC,Yes,951
Calidris canutus roselaari type,SAR,ECCC,Yes,982
Falco peregrinus anatum/tundrius,SAR,ECCC,Yes,995
Chelydra serpentina,SAR,ECCC,Yes,1033
Ophiogomphus howei,SAR,ECCC,Yes,1034
Antrostomus vociferus,SAR,ECCC,Yes,1047
Hemileuca sp.,SAR,ECCC,Yes,1058
Cardellina canadensis,SAR,ECCC,Yes,1008
Chordeiles minor,SAR,ECCC,Yes,986
Contopus cooperi,SAR,ECCC,Yes,999
Calidris canutus rufa,SAR,ECCC,Yes,980
Rhodostethia rosea,SAR,ECCC,Yes,59
Euphagus carolinus,SAR,ECCC,Yes,907
Coturnicops noveboracensis,SAR,ECCC,Yes,574
Gulo gulo,SAR,ECCC,Yes,137
Bucephala islandica,SAR,ECCC,Yes,644
Histrionicus histrionicus,SAR,ECCC,Yes,22
Pagophila eburnea,SAR,ECCC,Yes,50
Rangifer tarandus pearyi,SAR,ECCC,Yes,823
Calidris canutus islandica,SAR,ECCC,Yes,981
Taxidea taxus jeffersonii,SAR,ECCC,Yes,1230
Taxidea taxus jeffersonii,SAR,ECCC,Yes,1229
Nicrophorus americanus,SAR,ECCC,Yes,1165
Omus audouini,SAR,ECCC,Yes,1243
Riparia riparia,SAR,ECCC,Yes,1233
Hirundo rustica,SAR,ECCC,Yes,1147
Leptogium platynum,SAR,ECCC,Yes,1152
Degelia plumbea,SAR,ECCC,Yes,1123
Allogona profunda,SAR,ECCC,Yes,1269
Tryngites subruficollis,SAR,ECCC,Yes,1178
Rangifer tarandus,SAR,ECCC,Yes,636
Rangifer tarandus,SAR,ECCC,Yes,1266
Rangifer tarandus,SAR,ECCC,Yes,335
Rangifer tarandus,SAR,ECCC,Yes,637
Rangifer tarandus,SAR,ECCC,Yes,638
Ptychoramphus aleuticus,SAR,ECCC,Yes,1270
Ochotona collaris,SAR,ECCC,Yes,1169
Collema coniophilum,SAR,ECCC,Yes,1088
Germaria angustata,SAR,ECCC,Yes,1143
Baccharis halimifolia,SAR,ECCC,Yes,1170
Terrapene carolina,SAR,ECCC,Yes,708
Sturnella magna,SAR,ECCC,Yes,1144
Contopus virens,SAR,ECCC,Yes,1198
Ambystoma tigrinum,SAR,ECCC,Yes,1227
Ambystoma tigrinum,SAR,ECCC,Yes,1231
Peltigera hydrothyria,SAR,ECCC,Yes,1245
Vernonia fasciculata,SAR,ECCC,Yes,1277
Sclerophora peronella,SAR,ECCC,Yes,739
Sclerophora peronella,SAR,ECCC,Yes,882
Gnaphosa snohomish,SAR,ECCC,Yes,1176
Cicindela formosa gibsoni,SAR,ECCC,Yes,1200
Ammodramus savannarum pratensis,SAR,ECCC,Yes,1241
Hypochlora alba,SAR,ECCC,Yes,1207
Arnica griscomii ssp. griscomii,SAR,ECCC,Yes,1271
Ursus arctos,SAR,ECCC,Yes,1195
Bombus bohemicus,SAR,ECCC,Yes,1232
Staala gwaii,SAR,ECCC,Yes,1234
Braya pilosa,SAR,ECCC,Yes,1235
Somatochlora hineana,SAR,ECCC,Yes,1145
Brychius hungerfordi,SAR,ECCC,Yes,1146
Grammia complicata,SAR,ECCC,Yes,1240
Pinus flexilis,SAR,ECCC,Yes,1275
Lanius ludovicianus ssp.,SAR,ECCC,Yes,1265
Epeoloides pilosulus,SAR,ECCC,Yes,1142
Magnipelta mycophaga,SAR,ECCC,Yes,1180
Sistrurus catenatus,SAR,ECCC,Yes,1221
Sistrurus catenatus,SAR,ECCC,Yes,1220
Erynnis martialis,SAR,ECCC,Yes,1213
Erynnis martialis,SAR,ECCC,Yes,1212
Symphyotrichum nahanniense,SAR,ECCC,Yes,1257
Desmognathus fuscus,SAR,ECCC,Yes,1189
Efferia okanagana,SAR,ECCC,Yes,1166
Stylurus olivaceus,SAR,ECCC,Yes,1156
Hesperia colorado oregonia,SAR,ECCC,Yes,1250
Leptogium polycarpum,SAR,ECCC,Yes,1149
